module_group,avg_total_l2,avg_ratio,ratio_std,avg_ma_total,avg_std_total,avg_sparsity,avg_heavy_tail,stability_ratio,recommended_bits,rationale
memory_encoder.out_proj.bias,0.00037853703478820376,0.0013691708818554806,0.0009348767116081552,0.0003874394365546226,0.0002498505675649449,0.871923776947138,173.89537791166651,0.6448764477534544,32,Extreme gradient-to-weight scaling
memory_encoder.out_proj.weight,0.0032412203852938705,0.000622959892518979,0.00040035224445155907,0.003300423651387495,0.0020362915570483974,0.9891045581800992,6051.040935293536,0.6169788403353437,32,Extreme gradient-to-weight scaling
memory_encoder.pix_feat_proj.bias,0.00031372177250595405,0.0004959422873446715,0.0003441130853462891,0.0003201711670391641,0.0002070768947586829,0.952236348623117,371.1173278503316,0.6467693411423047,32,Extreme gradient-to-weight scaling
memory_encoder.pix_feat_proj.weight,0.0020265180706385013,0.0002194638140599263,0.00014464621336696354,0.002061280989252986,0.0012875309347112275,0.9963913070376335,24921.832918596585,0.6246265993933376,32,Extreme gradient-to-weight scaling
no_mem_embed,0.000440501365162726,0.0019113079508939498,0.0009956021330711333,0.0004372782863730722,0.00021175670242754499,0.9237548307493446,382.1982500962052,0.4842607305840034,32,Extreme gradient-to-weight scaling
no_obj_embed_spatial,2.9396083212442143e-05,1.7721099993305857e-05,4.43956653913008e-05,2.895110270052922e-05,6.000435814650469e-05,0.9260285702296641,22.732423537625905,2.0726104551937437,16,High gradient dynamics or heavy tails
no_obj_ptr,5.8627117575616015e-06,1.946617257923458e-06,6.012250722315133e-06,5.7958170777152444e-06,1.1786416041508999e-05,0.9325569207560445,35.70937764485134,2.0336073211881445,16,High gradient dynamics or heavy tails
obj_ptr_proj.layers.0.bias,1.7805774623972418e-05,1.0397674472684237e-05,8.984731391259396e-06,1.845074008146284e-05,1.4382988490633367e-05,0.948710798295683,199.1012797672005,0.7795345025256587,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.0.weight,0.0005799010938981946,8.076038272226498e-05,7.054198044809141e-05,0.0006016005201725394,0.00047139548807369837,0.9950107442686873,58537.804306846214,0.7835689502703587,32,Extreme gradient-to-weight scaling
obj_ptr_proj.layers.1.bias,3.0818988286061774e-05,2.560944283844628e-05,2.303831844150556e-05,3.196012211496405e-05,2.562150386251983e-05,0.9417536459263935,145.64714473434108,0.8016710252343995,32,Extreme gradient-to-weight scaling
